City_EN,Prov_EN,death_rate,T_C_210114,T_D_210114,avg_co,avg_no2,avg_o3,avg_pm10,avg_pm2.5,avg_so2
Longnandiqu,Gansu,0,4,0,0.5281355962755988,19.362053650187068,61.57733471875387,34.22137867590918,16.524541714302497,13.707734253841556
Pingliangdiqu,Gansu,0,9,0,0.5080601861080023,32.53277557058178,58.73225264438813,57.258117213350445,21.855474900066387,8.097621776485866
Qingyangdiqu,Gansu,0,3,0,0.7537298742198285,15.78960443757672,80.8526942337066,60.48931150908694,29.133197925201657,10.387486774070876
Linxiahuizu,Gansu,0,3,0,0.7489615591334584,24.129789876090104,63.080707843791885,59.97694343678059,27.87264593351414,9.561646907847457
Gannancangzu,Gansu,0,8,0,NA,17.80096896201083,65.40862729643217,39.37653390852905,19.383152650466943,8.726925287534211
Xining,Qinghai,0,15,0,1.079260683911074,35.99038228528272,65.2147436243251,64.27436166667063,35.51310153640355,14.969862909169422
Haidongdiqu,Qinghai,NA,0,0,NA,NA,NA,NA,NA,NA
Haibeicangzu,Qinghai,NA,0,0,NA,NA,NA,NA,NA,NA
Huangnancangzu,Qinghai,NA,0,0,0.5188173044211141,11.695241107293858,75.26897996166598,51.09393523687879,21.70282254663178,11.065958836872225
Hainancangzu,Qinghai,NA,0,0,0.6813164825413097,17.315494731126403,79.21043749619284,37.42851131185537,18.98688539218553,10.380580168145185
Guoluocangzu,Qinghai,NA,0,0,NA,NA,NA,NA,NA,NA
Yushucangzu,Qinghai,NA,0,0,0.6297551108133919,13.630664086112773,57.95617538936045,23.98713877047374,8.00408224690733,13.760486712778654
Haiximengguzucangzu,Qinghai,NA,0,0,NA,NA,NA,NA,NA,NA
Yinchuan,Ningxia,0,36,0,0.8237700544991007,35.087098202303324,63.98755538357821,80.10000237953673,36.164612416202324,13.384934317052215
Shizuishan,Ningxia,0,1,0,0.8536863425163657,28.968700559370966,67.6208754983755,90.84379959247373,42.04243344594219,27.53724843815376
Wuzhong,Ningxia,0,28,0,0.5958040078590251,25.38568361877451,63.826555496944486,81.51215642160707,36.08419930962804,13.128615535021373
Guyuandiqu,Ningxia,0,5,0,0.7141573846408429,24.069222145370148,66.6190033387647,52.271662604474685,25.007634093040974,8.64849561396252
Wulumuqi,Xinjiang,0,845,0,0.9423820377360391,35.38219552147071,57.953892959475155,79.56283967525322,46.26681327047991,8.819487594431058
Kelamayi,Xinjiang,NA,0,0,0.6712931773740375,20.662044523185873,65.49509512894548,51.599081487787956,26.270066378874436,6.557737960812166
Tulufandiqu,Xinjiang,0,3,0,1.0924552502595801,28.95600647069978,69.48461310714751,147.539985713822,49.76704834046077,8.767716714534247
Hamidiqu,Xinjiang,NA,0,0,0.6688333477684002,23.696026385976857,66.49328433121791,89.95125297253036,29.36085357075523,9.191987063686662
Changjihuizu,Xinjiang,0,5,0,0.8984574864757613,31.793410734012703,62.232453872828934,88.14679872219249,50.215618636292895,8.66747568030476
Boertalamenggu,Xinjiang,NA,0,0,0.5587017322844913,20.840747220948046,57.86269295403566,60.671438139458346,22.932023772670235,13.339385919574392
Bayinguolengmenggu,Xinjiang,NA,0,0,NA,NA,NA,NA,NA,NA
Akesudiqu,Xinjiang,0,1,0,0.7264121556519487,27.93050224291415,62.64532280775772,202.30972944154252,60.831929909189036,7.445036138510212
Kezilesukeerkezi,Xinjiang,NA,0,0,NA,NA,NA,NA,NA,NA
Kashendiqu,Xinjiang,0,80,0,NA,27.662969209756113,64.04813630663733,227.11830784668462,83.28125410987329,7.970538152735236
Hetiandiqu,Xinjiang,NA,0,0,NA,NA,NA,NA,NA,NA
Yilihasake,Xinjiang,NA,0,0,1.32905617279509,28.067962116631136,55.500769806552896,68.25654680351667,40.44770935868194,13.762354928901514
Tachengdi,Xinjiang,NA,0,0,NA,NA,NA,NA,NA,NA
Aletaidi,Xinjiang,NA,0,0,NA,NA,NA,NA,NA,NA
Xinjiang (Direct Units),Xinjiang,0.1,10,1,NA,NA,NA,NA,NA,NA
