City_EN,Prov_EN,death_rate,T_C_210114,T_D_210114,avg_co,avg_no2,avg_o3,avg_pm10,avg_pm2.5,avg_so2,total_pop,total_area
Jingzhou,Hubei,0.03291139240506329,1580,52,0.837142237827257,24.801898233084966,60.89447777279937,62.549557202817844,35.440384546666486,7.27336036105835,5691707,1.3183168
Huanggang,Hubei,0.042999656002751976,2907,125,0.8627687875762552,21.78526967951787,66.7243471772469,59.42091050627022,34.67510188795212,10.265660818658343,6162069,1.64000348
Xianning,Hubei,0.017942583732057416,836,15,0.8030344421506075,16.173254008010215,61.228703552522845,46.88939789506275,28.271769111931903,8.698260501184974,2462583,0.90667038
Suizhou,Hubei,0.03442999234889059,1307,45,0.8951657559550733,18.724181848808833,65.69201975090289,58.47331527262393,35.7637640550377,5.601922050917948,2162222,0.914085903
Enshitujiazumiaozu,Hubei,NA,0,0,0.5190258141136801,17.961192831368216,37.54616529698499,43.732682187391944,26.115382738320605,7.0894469400253275,3290294,2.265194312
Hubei (Direct Units),Hubei,0.03826086956521739,575,22,NA,NA,NA,NA,NA,NA,3616415,0.982170478
Changsha,Hunan,0.008264462809917356,242,2,0.8003892883147693,26.254130076665387,57.41295236337048,46.0876083295526,39.64081345717959,6.480230917550956,7040952,1.08218768
Zhuzhou,Hunan,0,80,0,0.6781696606102318,27.88746053771696,54.928851887040935,49.60107236363574,36.17537041930205,8.280605050064084,3857100,1.025509095
Xiangtan,Hunan,0,36,0,0.7469804846158488,28.307432724731733,51.7987871945374,51.658916164904255,37.38205594138839,7.774932889693012,2752171,0.462953524
Hengyang,Hunan,0,48,0,0.8583028303203516,21.12166086302122,55.30252368135827,51.16421878790559,34.287885374817506,11.376754746180024,7148344,1.394708585
Shaoyang,Hunan,0.00980392156862745,102,1,0.7185430335485238,19.25028593692288,53.235084367857276,50.2959003952579,35.71390157579118,12.066762967587996,7071735,1.896008316
Yueyang,Hunan,0.00641025641025641,156,1,0.7940862034682308,24.512412730236793,59.555669460271815,54.00355121306689,35.93441818386249,9.621436143202612,5476084,1.373937199
Changde,Hunan,0,82,0,0.7052108490234077,18.092131232992454,57.90406551663174,49.503297716769474,39.26403196565493,7.178361650218695,5714623,1.696567064
Zhangjiajie,Hunan,0,5,0,0.5877550820290561,15.914859196495769,40.98447003737898,41.218895764288874,24.000641833532306,2.776338544612068,1478149,0.887541623
Yiyang,Hunan,0,60,0,1.0958519627345331,17.988450124634646,57.152197096653424,56.35649003181172,40.75508901226153,4.937653914715047,4307933,1.123204465
Chenzhou,Hunan,0,39,0,0.7020308396819365,19.8945878640614,50.82281117982348,38.76878510887443,27.226635577737234,10.33129095155319,4583531,1.747570163
Yongzhou,Hunan,0,44,0,0.608827202951172,19.632362166778186,56.87238092580131,44.8782610665732,31.205343266486576,7.216478948788766,5194275,2.01127114
Huaihua,Hunan,0,40,0,0.9906666377497465,14.345188040873877,51.85323391987408,51.09736982260151,27.62914670884252,7.486626912866919,4741673,2.516862189
Loudi,Hunan,0,76,0,0.873194866277238,21.45128916155907,55.53310501999796,52.882391850069354,32.11382331422934,7.528212576774024,3784634,0.743248458
Xiangxitujiazumiaozu,Hunan,NA,0,0,0.8416623770493394,15.213358162895005,39.458321535142616,39.48092397019939,23.948764792111916,6.154469922082318,2549558,1.4300726
Guangzhou,Guangdong,0.0010615711252653928,942,1,0.7486324946612978,35.77083901796102,53.537138298168294,42.01696774323648,22.49872965477001,6.948594369156212,12701948,0.621690267
Shaoguan,Guangdong,0.1,10,1,0.8126621880651707,20.316509702372226,54.376815502553235,36.07096098352709,23.363502362550637,9.88394212512235,2826246,1.632927956
Shenzhen,Guangdong,0.006185567010309278,485,3,0.5911906897010002,22.227025069848395,55.23240343440622,34.32223056924717,18.976856467242108,5.774046702954351,10358381,0.1633091
Zhuhai,Guangdong,0.008928571428571428,112,1,0.5736434097310903,23.339621954741602,59.55078544935247,32.66979031278409,18.127038390114375,4.7022199073627124,1562530,0.120058016
Shantou,Guangdong,0,26,0,0.588533060061229,16.045120152137773,70.36088865936006,34.10808366773158,18.846874155244546,8.252937492408993,5389328,0.185592836
Foshan,Guangdong,0,106,0,0.6751545218371032,30.49262442284749,51.93019840920102,41.73044307519489,21.93969286280274,7.418226937798148,7197394,0.342238447
Jiangmen,Guangdong,0,25,0,0.7016147100564724,25.373520552884564,57.655092008875336,39.58357314820847,20.40499689090218,6.978532453740954,4450703,0.813735016
Zhanjiang,Guangdong,0,30,0,0.6054719278754059,12.524488663885828,63.499645001063875,34.05953480589217,20.639023155266333,7.935736436815794,6994832,1.057967546
Maoming,Guangdong,0,17,0,0.6706374296064267,11.603794013779943,57.40919934005972,38.04902539512832,20.66385114139238,10.027566337508622,5817494,0.995325998
Zhaoqing,Guangdong,0.043478260869565216,23,1,0.5739970137260105,25.182571997455412,49.51493422744311,36.431096806410835,22.76938294824439,9.295848979270188,3916467,1.314828068
Huizhou,Guangdong,0,63,0,0.594047375545586,17.720656771348015,60.27829873483275,37.559388042472854,19.620183539057958,7.974972793405974,4598402,1.001005752
Meizhou,Guangdong,0,17,0,0.6908177400612968,21.524349369092015,47.612832141072055,32.58691243531326,21.91942367561796,6.90701028284071,4238461,1.405159318
Shanwei,Guangdong,0,6,0,0.5855647021426312,10.104505065243416,70.46945668394443,29.078211031205832,17.53244231562803,8.396871581972475,2935469,0.423044806
Heyuan,Guangdong,0,5,0,0.7315639254700103,19.180932812274587,56.74418765866065,36.14153270647479,21.967409379745195,7.27328525929016,2950195,1.387002569
Yangjiang,Guangdong,0,16,0,0.6679106290989596,13.405402144716087,59.14051924450274,33.6960396796441,20.70430032514701,7.1131582264981255,2421748,0.681002775
Qingyuan,Guangdong,0,13,0,0.7509281735433717,28.887353625045026,55.32348326088121,45.83913429938825,27.900142246926343,8.412783631589809,3698412,1.685864241
Dongguan,Guangdong,0.009900990099009901,101,1,0.6413587298005884,26.324452177292255,58.187281304058935,36.77979835650431,23.738771957781882,8.202912200583082,8220207,0.211336565
Zhongshan,Guangdong,0,69,0,0.6329678967399753,23.815452165677748,54.57899380837145,35.268654177337616,19.347098546602844,4.719704812873618,3121275,0.143293279
Chaozhou,Guangdong,0,7,0,0.7120956093867469,14.774978825535944,61.29414222029596,40.61171414959313,23.992429462883496,8.997202242641672,2669466,0.275360099
Jieyang,Guangdong,0,11,0,0.7925403754539903,16.82776646920844,61.5968833957552,43.90092099587942,28.007890137265594,9.565775713952519,5884347,0.461801414
Yunfu,Guangdong,NA,0,0,0.6664859437582635,22.352521985477306,44.05919119092939,35.98174835768971,21.606305730425753,15.700200817224314,2367154,0.685177543
Nanning,Guangxi,0,56,0,0.7303509910082997,23.469782269980506,49.51909679527156,44.50797955798007,25.592099092973655,8.024565276626012,6658742,0.864743623
Liuzhou,Guangxi,0,24,0,0.8202135158656523,19.427755927419334,51.997735395095184,41.69576156029488,27.69580200935017,10.189086077076894,3758704,0.468627381
Guilin,Guangxi,0,32,0,0.8259243126747827,17.93100267470524,56.623764727115514,42.040711415718654,28.198298049518318,9.953339924506027,4747963,2.479637626
Wuzhou,Guangxi,0,5,0,0.9430273177270992,21.539654839906994,44.97915410554231,47.32470717937833,25.687782287439642,11.121576624518378,2882200,1.108963434
Beihai,Guangxi,0.022727272727272728,44,1,0.6434209035909394,11.699749138109777,60.54043508192225,39.37796616567106,22.374025849325633,8.04364551157795,1539251,0.291115251
Fangchenggang,Guangxi,0,19,0,0.6630602590021843,15.813152323419775,52.32855954062702,41.03725117037611,21.63225234968776,8.120211867845912,866927,0.51727174
Qinzhou,Guangxi,0,8,0,0.8694506987326657,18.591720214672797,52.25011128722313,42.56114753199898,23.62589825961932,10.572667629190692,3079721,0.926959606
Guigang,Guangxi,0,8,0,0.6935864856070448,20.55922031806141,52.76454769615341,47.79734172098042,27.877659466182635,9.278138239876412,4118808,0.937706077
Yulin,Guangxi,0,11,0,0.7620544407455722,16.456399035974552,54.636887734852316,45.220716316223736,28.004150332286272,15.94139203412553,5487368,1.127966111
Nanningdiqu,Guangxi,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994285,2.612337373
Liuzhoudiqu,Guangxi,0,11,0,NA,NA,NA,NA,NA,NA,2099711,2.37333126
Hezhoudiqu,Guangxi,0,4,0,0.648593824512272,16.78563075652476,52.352675269515814,41.877012415519324,26.498393985286718,7.996143434909455,1954072,1.037115114
Baisediqu,Guangxi,0,3,0,0.8019194323540495,16.026985826643475,49.36456482354448,47.805004919342444,26.991573154056923,13.753351588038932,3466758,3.215648151
Hechidiqu,Guangxi,0.03571428571428571,28,1,0.7302103348426608,18.473267141839504,43.65477674355665,42.066296842371564,24.16975717855903,7.855396234817547,3369251,2.979453282
Haikou,Hainan,0,39,0,0.5389015910621305,10.644030422581672,61.104426668878965,28.44474968137058,14.131807728336884,4.153282906101187,2046170,0.017711261
Sanya,Hainan,0.01818181818181818,55,1,0.4273219508226417,8.651861596406311,53.365244645544216,22.62721793245417,11.094060005302332,3.957636227882953,685408,0.157008127
Munidiqu,Hainan,0.06493506493506493,77,5,NA,NA,NA,NA,NA,NA,5939907,2.732302309
Chongqing,Chongqing,0.010169491525423728,590,6,0.7948764663005733,38.08115416619343,41.35862324889542,50.980689005665475,31.265721718992108,7.58333097957692,NA,NA
Chengdu,Sichuan,0.006507592190889371,461,3,0.7090162093296323,36.178843721542144,52.86546900293797,61.83112629997798,39.11363762347535,5.958648934819142,14047625,1.135581192
Zigong,Sichuan,0,9,0,0.6193029619066266,26.18274819456061,56.071303396895296,59.85870149481175,41.577107354517075,6.4055176515629855,2678899,0.406067154
Panzhihua,Sichuan,0,16,0,1.2978653894823555,31.926940448132765,51.264404278923514,47.06676532523192,28.348474677877718,25.45835190545872,1214121,0.674513127
Luzhou,Sichuan,0,24,0,0.7869487974966242,26.602309226088078,48.50921939303915,46.4541787089656,36.020957625579655,9.48219177357215,4218427,1.125333009
Deyang,Sichuan,0,18,0,0.6639464094763993,28.83768136804988,55.504442755700126,59.7964201374735,35.86560345165999,6.416005169083042,3615758,0.564332023
Mianyang,Sichuan,0,22,0,0.6609380097549897,27.574085206687077,53.27195768813061,53.139350394941225,32.5074658378142,5.35042998727093,4613871,1.927415878
Guangyuan,Sichuan,0,6,0,0.5983107925888247,29.26704038804515,48.4902447475606,43.978970372932835,24.07215055190946,10.07830488871674,2484122,1.551949811
Suining,Sichuan,0,17,0,0.6367431666295659,17.511896301214545,50.18553721923957,45.92549783537235,28.043017398179316,8.530197002250551,3252619,0.501374069
Neijiang,Sichuan,0,22,0,0.6833683573599759,21.016289572554584,56.842108150457705,46.62777273098782,33.10030188148854,7.823973196387492,3702847,0.504156539
Leshan,Sichuan,0,3,0,0.7072024180171084,26.7625094484855,51.06319709943497,50.98100595030571,33.61000835335681,6.2564293135088045,3235759,1.194698057
Nanchong,Sichuan,0,39,0,0.623200257320473,25.035937930166384,52.28842368079694,54.545684786925605,35.08253963953157,5.005951470006991,6278614,1.190397137
Meishan,Sichuan,0,8,0,0.6985245853860766,33.45891025923424,52.95812065057575,52.58890963696836,30.586431746073867,9.340587936070593,2950545,0.674889003
Yibin,Sichuan,0,12,0,0.7064096079110773,27.578735674972833,49.734907331882454,57.48143565546633,37.571444168178225,7.404007039715804,4471896,1.223501561
Guangan,Sichuan,0,30,0,0.6694134325933793,19.234336002083186,53.126868664809464,49.99604391457238,30.808391228200687,5.235711992957645,3205476,0.595962087
Dazhou,Sichuan,0,42,0,0.7186911136372764,32.87976455351878,46.2502207786086,58.46850424596771,36.6123127060787,9.252742145822113,5468097,1.568356509
Yaan,Sichuan,0,8,0,0.5196078546830167,19.19069073363134,50.08943229877054,36.05303449620538,25.60024618723707,7.326907343261801,1507258,1.405650328
Bazhong,Sichuan,0,24,0,0.6507886068943627,22.665058275908596,36.61910282052678,44.00543520295059,27.314537699120088,4.194755491148745,3283148,1.175822613
Ziyang,Sichuan,0,4,0,0.6160652093052881,23.268418431346426,60.462879918884404,48.874772412851094,28.850346952558763,7.2635104086415545,3665057,0.743460569
Abacangzuqiangzu,Sichuan,NA,0,0,0.45181025199785,10.105728843768219,49.77304705051501,22.62768301553205,15.37650482408459,7.8464098440006556,898708,7.900153685
Ganzicangzu,Sichuan,0,78,0,0.354579837300944,20.150637564516725,47.95212887582868,15.75679691990566,8.614297064280882,9.274362692113353,1091872,13.9751001
Liangshanyizu,Sichuan,0,14,0,0.6260760624995961,15.431785186834107,61.78935543878486,33.51455482353756,19.50272049738219,11.113180943798099,4532809,5.495680696
Guiyang,Guizhou,0.027777777777777776,36,1,0.6539838995305447,17.633409452537347,51.96600408602336,40.428756688685034,22.537640225394988,9.516212573246076,4322611,0.729573773
Liupanshui,Guizhou,0.1,10,1,0.6417011592674412,14.798283203166804,59.94853444713767,33.07461707092962,21.09137232675237,9.58760465135637,2851332,0.898848048
Zunyi,Guizhou,0,32,0,0.5762230757167932,18.79188032176498,48.48615798201562,29.2374835506585,17.261816505887637,10.285368567828014,6127082,2.827933279
Anshun,Guizhou,0,4,0,0.5648816223446415,11.039996761921488,60.925863885374746,28.070995340775752,22.004371207837043,12.291508666194522,2297612,0.840306959
Tongrendiqu,Guizhou,0,10,0,0.601633099951588,15.881178653073329,42.55423047456985,38.94931806606048,24.406217577011553,4.816989033466424,3093204,1.641692863
Qianxinanbuyizumiaozu,Guizhou,NA,0,0,0.5594314680803644,13.90322442784849,50.793703676497515,28.55217812517868,18.077509918707534,5.608232879175953,2804612,1.504708193
Bijiediqu,Guizhou,0,23,0,0.5711166717914113,15.979236305026822,56.91964392603019,34.4677251092596,24.26233818417762,8.452326216652514,6537498,2.43780442
Qiandongnanmiaozudongzu,Guizhou,NA,0,0,0.6181059336952981,18.30041254586471,52.822361347711656,31.749584657189345,23.11593161664359,18.380234887610364,3481891,2.744303001
Qiannanbuyizumiaozu,Guizhou,NA,0,0,0.627864843055345,9.046036155884234,50.29580907271321,25.652440217233348,16.56143552414233,6.710673367675507,3232714,2.348791747
Kunming,Yunnan,0,53,0,0.6628712979063702,25.25300010079094,52.64261196457158,41.460262341321666,23.462019934698795,9.095364952271126,6432209,1.883069259
Qujing,Yunnan,0,13,0,0.7727332905450759,16.163707691084575,59.3962618417008,34.969926736114566,19.869047913065977,11.385031459080198,5855055,2.597617415
Yuxi,Yunnan,0.07142857142857142,14,1,0.875848287765205,17.786217611980025,51.56786162602666,35.94337671924666,20.00172217121048,8.34074131366846,2303518,1.331834328
Zhaotongdiqu,Yunnan,0,25,0,0.6002208189145531,15.08496965127934,61.31582544746776,38.24472919970135,19.859564665035094,8.662331473861675,5213521,2.057791423
Chuxiongyizu,Yunnan,NA,0,0,0.6484663296872024,16.762675455955236,53.769188122324394,27.552621246306185,17.865585276851547,10.417239518309309,2684169,2.550119027
Honghehanizuyizu,Yunnan,0,9,0,0.5720700011290196,9.102640823331885,60.725229882783665,33.979778291466786,25.62951031076529,11.90422415346846,4500896,2.834411425
Wenshanzhuangzumiaozu,Yunnan,0,2,0,0.5510571793793105,10.857335469093037,56.094524619574045,33.50817870338505,22.97529333463205,4.939258548517341,3517946,2.785098
Simaodiqu,Yunnan,0,4,0,NA,NA,NA,NA,NA,NA,2542898,3.890318254
Xishuangbannadaizu,Yunnan,0.06666666666666667,15,1,0.7213131720317069,17.979622824995015,41.218674413930174,47.7651923296231,29.60650594027812,6.599477669481685,1133515,1.675768633
Dalibaizu,Yunnan,NA,0,0,0.5920212290001983,11.419292208723572,65.27646728115283,22.244800395874552,15.822491371399453,5.81168461259502,3456323,2.553843323
Baoshandiqu,Yunnan,0,9,0,0.5566580774247486,11.013991362108717,59.819269071941044,24.740255348985446,18.915562438929708,5.541553149991895,2506491,1.705055088
Dehongdaizujingpozu,Yunnan,0,5,0,NA,NA,NA,NA,NA,NA,1211440,0.99469221
Lijiangdiqu,Yunnan,0,7,0,0.613103000795018,9.371153003130196,68.77215653846693,22.469285888699776,12.963287479968313,8.841200746274158,1244769,1.869784397
Nujianglisuzu,Yunnan,NA,0,0,0.8520060771669531,17.23530809649779,36.684163156350756,46.674253101385005,22.26137582691984,7.569578729413726,534337,1.327271031
Diqingcangzu,Yunnan,NA,0,0,0.6531903942171219,7.615005517421205,67.03825809849779,14.95893127971206,13.365164659388414,7.121020005689871,400182,2.121141097
Lincangdiqu,Yunnan,0,1,0,0.7238911805265463,14.129322079469846,47.53696894566962,34.200445906519,25.78417494708963,8.5223666976947,2429497,2.098520342
Lasa,Xizang,0,1,0,0.5487837160203416,18.57832927122047,72.37405377860055,28.075290788341697,11.477223463750367,6.814269509106985,559423,2.76708657
Changdudiqu,Xizang,NA,0,0,0.6782274334417573,10.842227806571307,59.91165608265241,NA,10.9955539329506,11.076293210146138,657505,10.24165116
Shannandiqu,Xizang,NA,0,0,0.4943227543199062,NA,74.7757867795076,23.104243869032665,8.815719066265881,7.361634897057799,328990,7.307884452
Rikazediqu,Xizang,NA,0,0,0.5608313811220383,9.973610161345205,79.89064018698902,21.99848935362325,9.184445914613764,4.887859980770602,703292,16.89799856
Naqudiqu,Xizang,NA,0,0,0.7923637890474846,11.079984375602667,61.64074154721902,31.887663808708943,17.380591463769804,5.695178822522021,462381,37.87090255
Alidiqu,Xizang,NA,0,0,0.5290701357411187,11.17368886665741,90.11970762303919,13.84883302923902,5.785399335696097,10.811144261565596,95465,28.61130475
Linzhidiqu,Xizang,NA,0,0,0.43782094802308064,6.150086208228041,65.02094504860517,15.014201684262417,7.445273978558652,8.270502045685193,195109,10.63414723
Xian,Shaanxi,0.025,120,3,0.7807870294754479,41.087119497171,50.267899625897456,89.85110058969119,50.17592615166964,8.334729644374951,8467838,0.997633467
Tongchuan,Shaanxi,0,8,0,0.7642814364596757,31.067904463812297,63.2622253322394,73.7934427845097,42.914159393633284,11.992328060215126,834437,0.387826616
Baoji,Shaanxi,0,13,0,0.6314624154443583,29.28806904725927,52.71215807111076,75.48534353411898,46.19704105778227,7.816274792563509,3716737,1.779449066
Xianyang,Shaanxi,0,17,0,0.8025549243504561,39.490271164103916,52.57096667127843,93.11149271492326,52.981617441887074,8.780826167854332,5096001,1.009557816
Weinan,Shaanxi,0,15,0,0.7905461140202382,37.99046520458364,54.26022522405156,92.64088562529795,51.78664599336921,11.147650742647782,5286077,1.298713613
Yanan,Shaanxi,0,8,0,0.7797035192144034,35.89829857726456,49.448684922976916,62.86284168891407,32.499630159159125,5.8836936035391245,2187009,3.710607807
Hanzhong,Shaanxi,0,26,0,0.8688471289939189,23.65351873468487,46.60348989023605,61.97547903438869,38.179645189104676,13.295848924722316,3416196,2.619775461
Yulin,Shaanxi,0,3,0,0.748605191973534,36.81996254842332,64.93069795249878,67.03266655325402,33.492783199880016,11.89529534925319,3351436,4.430844133
Ankang,Shaanxi,0,26,0,0.6116082440987691,18.788164359116763,44.703630971769385,52.637522550805514,30.75615324479951,8.848317817031907,2629906,2.251571237
Shangluodiqu,Shaanxi,0,7,0,0.5818535096240989,22.641358892084536,60.15206712977781,53.94821470632899,29.827132863688778,9.926407299089345,2341742,1.907682513
Lanzhou,Gansu,0.05405405405405406,37,2,0.9487757828718938,46.79491190502664,59.19624310729583,81.67690819341202,34.990077039967744,14.909673302805686,3616163,1.3302787
Jiayuguan,Gansu,NA,0,0,0.5095141161710116,20.340987412461317,77.271481860363,88.54062306024953,30.425851105445073,13.36990581639822,231853,0.136763702
Jinchang,Gansu,0,1,0,0.6347209928060524,13.5016810201804,78.30808087197234,67.42149503377667,22.237349848165902,13.980944617203656,464050,0.761890541
Baiyin,Gansu,0,4,0,0.7782783518891639,24.78714624643042,63.36854961037427,74.54970655797725,28.730397831028267,31.799308963072118,1708752,2.016450809
Tianshui,Gansu,0,12,0,0.535018961803717,29.132467783791505,53.429421502121876,53.49579534561612,26.76936116185932,9.917392844005535,3262549,1.39960621
Jiuquandiqu,Gansu,NA,0,0,0.5098185989990607,21.342990674713853,75.66950866998873,97.94833179822878,30.386759088297122,8.092596153422463,1095947,15.47901773
Zhangyediqu,Gansu,0,2,0,0.45692958309055914,23.94573243054391,70.08250247573413,78.0039790278484,37.60146640850963,11.668083137532795,1199515,4.111250017
Wuweidiqu,Gansu,NA,0,0,0.5556085552928167,24.16803245639319,67.09983138114802,82.7905782087894,38.26322297004942,8.157733532722492,1815059,3.370305287
Dingxidiqu,Gansu,0,9,0,0.5397182620029825,23.736964743750008,59.76249367904866,55.921920766463536,25.218897993535915,8.187934149236822,2698624,1.946690421
Longnandiqu,Gansu,0,4,0,0.5281355962755988,19.362053650187068,61.57733471875387,34.22137867590918,16.524541714302497,13.707734253841556,2567718,2.719813353
Pingliangdiqu,Gansu,0,9,0,0.5080601861080023,32.53277557058178,58.73225264438813,57.258117213350445,21.855474900066387,8.097621776485866,2068033,1.099096456
Qingyangdiqu,Gansu,0,3,0,0.7537298742198285,15.78960443757672,80.8526942337066,60.48931150908694,29.133197925201657,10.387486774070876,2211191,2.720960628
Linxiahuizu,Gansu,0,3,0,0.7489615591334584,24.129789876090104,63.080707843791885,59.97694343678059,27.87264593351414,9.561646907847457,1946677,0.804312938
Gannancangzu,Gansu,0,8,0,NA,17.80096896201083,65.40862729643217,39.37653390852905,19.383152650466943,8.726925287534211,689132,3.612127235
Xining,Qinghai,0,15,0,1.079260683911074,35.99038228528272,65.2147436243251,64.27436166667063,35.51310153640355,14.969862909169422,2208708,0.728910584
Haidongdiqu,Qinghai,NA,0,0,NA,NA,NA,NA,NA,NA,1396845,1.307060847
Haibeicangzu,Qinghai,NA,0,0,NA,NA,NA,NA,NA,NA,273304,3.566565592
Huangnancangzu,Qinghai,NA,0,0,0.5188173044211141,11.695241107293858,75.26897996166598,51.09393523687879,21.70282254663178,11.065958836872225,256716,1.761237173
Hainancangzu,Qinghai,NA,0,0,0.6813164825413097,17.315494731126403,79.21043749619284,37.42851131185537,18.98688539218553,10.380580168145185,441691,4.296876199
Guoluocangzu,Qinghai,NA,0,0,NA,NA,NA,NA,NA,NA,181682,7.504347563
Yushucangzu,Qinghai,NA,0,0,0.6297551108133919,13.630664086112773,57.95617538936045,23.98713877047374,8.00408224690733,13.760486712778654,378439,19.3329334
Haiximengguzucangzu,Qinghai,NA,0,0,NA,NA,NA,NA,NA,NA,489338,32.86511287
Yinchuan,Ningxia,0,36,0,0.8237700544991007,35.087098202303324,63.98755538357821,80.10000237953673,36.164612416202324,13.384934317052215,1993088,0.365629922
Shizuishan,Ningxia,0,1,0,0.8536863425163657,28.968700559370966,67.6208754983755,90.84379959247373,42.04243344594219,27.53724843815376,725482,0.457795967
Wuzhong,Ningxia,0,28,0,0.5958040078590251,25.38568361877451,63.826555496944486,81.51215642160707,36.08419930962804,13.128615535021373,2354624,2.767873971
Guyuandiqu,Ningxia,0,5,0,0.7141573846408429,24.069222145370148,66.6190033387647,52.271662604474685,25.007634093040974,8.64849561396252,1228156,1.680483723
Wulumuqi,Xinjiang,0,845,0,0.9423820377360391,35.38219552147071,57.953892959475155,79.56283967525322,46.26681327047991,8.819487594431058,3112559,1.29550621
Kelamayi,Xinjiang,NA,0,0,0.6712931773740375,20.662044523185873,65.49509512894548,51.599081487787956,26.270066378874436,6.557737960812166,391008,0.896215342
Tulufandiqu,Xinjiang,0,3,0,1.0924552502595801,28.95600647069978,69.48461310714751,147.539985713822,49.76704834046077,8.767716714534247,622903,7.567100181
Hamidiqu,Xinjiang,NA,0,0,0.6688333477684002,23.696026385976857,66.49328433121791,89.95125297253036,29.36085357075523,9.191987063686662,572400,15.07739147
Changjihuizu,Xinjiang,0,5,0,0.8984574864757613,31.793410734012703,62.232453872828934,88.14679872219249,50.215618636292895,8.66747568030476,1428587,8.756427604
Boertalamenggu,Xinjiang,NA,0,0,0.5587017322844913,20.840747220948046,57.86269295403566,60.671438139458346,22.932023772670235,13.339385919574392,443680,2.85238367
Bayinguolengmenggu,Xinjiang,NA,0,0,NA,NA,NA,NA,NA,NA,1278486,49.45727807
Akesudiqu,Xinjiang,0,1,0,0.7264121556519487,27.93050224291415,62.64532280775772,202.30972944154252,60.831929909189036,7.445036138510212,2370809,14.04442098
Kezilesukeerkezi,Xinjiang,NA,0,0,NA,NA,NA,NA,NA,NA,525570,7.461948769
Kashendiqu,Xinjiang,0,80,0,NA,27.662969209756113,64.04813630663733,227.11830784668462,83.28125410987329,7.970538152735236,3979321,11.66670813
Hetiandiqu,Xinjiang,NA,0,0,NA,NA,NA,NA,NA,NA,2014362,25.25597709
Yilihasake,Xinjiang,NA,0,0,1.32905617279509,28.067962116631136,55.500769806552896,68.25654680351667,40.44770935868194,13.762354928901514,2482592,6.265072988
Tachengdi,Xinjiang,NA,0,0,NA,NA,NA,NA,NA,NA,1219369,11.0633044
Aletaidi,Xinjiang,NA,0,0,NA,NA,NA,NA,NA,NA,603283,13.87569217
Xinjiang (Direct Units),Xinjiang,0.1,10,1,NA,NA,NA,NA,NA,NA,770886,0.055276579
